ID,firstName,lastName,email,department_ID,bonusPercentage
04f2948b-51d3-4169-bcc1-7aafab561362,Sophia,Thompson,charlotte.martin@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.13
5cd085e3-4501-4e80-80b9-2ea1caac6ea2,Sophia,Thompson,sophia.thompson@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.12
8fcc09be-060c-4571-bc31-7e6b56825055,Liam,Martin,sophia.jones@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.12
3fd35587-10bf-4193-ac39-ce1df5c97fb0,Ethan,Thompson,ethan.white@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.13
b5fbd266-f623-4381-acc6-b0fae37773fb,Michael,Hall,emily.walker@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.1
a1a22291-7c83-45a0-a450-1ad5aff078e0,Ethan,Davis,charlotte.white@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.12
1e372eb7-c9f7-4290-9fd1-d33f1a51f75a,Sophia,Harris,sophia.harris@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.13
24ea7837-338f-4f20-85e7-6dfa8f004871,Liam,White,ethan.hall@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.11
225e0293-67c5-40cd-bfda-44fe491de94b,Emily,Ryan,julian.thompson@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.15
bbfdcca8-24ef-46d5-a159-4a5b972e2f83,Julian,Walker,sophia.thompson@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.15
56af9563-8bc3-4971-9e5f-3477442fdfbd,Emily,Hall,olivia.jones@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.14
70e1c43b-8a55-42f8-a135-857f47e4251b,William,Jones,olivia.martin@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.12
2fc713f4-8926-4105-a657-d0024c6258d8,Michael,Lee,ava.white@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.12
603613b2-2106-4e5c-aa01-ef5777800558,Emily,Thompson,michael.harris@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.12
91a7bc9f-fd13-482a-b39c-46805373d8b6,Sophia,Harris,olivia.walker@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.11
74d87d99-5811-487c-993b-5d080bfeb16a,Charlotte,Thompson,emily.walker@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.13
cd86baa5-fe78-44a2-b662-0df077642cff,William,Ryan,william.lee@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.12
160390d0-f0ad-4d2b-9c65-506d0c5bd545,Liam,Hall,charlotte.lee@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.11
9abda13f-6fd4-4f94-becd-3ba1f5c17d99,Charlotte,Hall,sophia.hall@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.13
4735447a-2672-4fbb-ab25-f7beea972918,Julian,Jones,emily.white@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
403737e8-cc5d-4a13-b0e7-d8f99c900fc4,Ava,Thompson,sophia.thompson@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
7e1aee87-7b71-472b-adfe-5762ed8ddb94,Julian,Lee,emily.ryan@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.15
12c6fb5d-2230-471d-8309-7622793f321e,Charlotte,White,emily.martin@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
e0aff499-9f29-4128-be50-86df373cda01,Michael,Jones,sophia.hall@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.12
2934a444-d44c-4ee0-a036-c0e0cdc62119,Julian,Walker,ethan.martin@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
b6f837ec-80c1-45c3-ae04-32ab9e44e905,Charlotte,Walker,julian.harris@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.12
8b4e8265-8315-4753-bdfa-2e805c8a15b7,Michael,Lee,charlotte.white@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
bbf37ba7-c3e2-4226-8a99-18ee9e1e4d28,Ethan,Martin,william.jones@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
8de08e8b-0a04-47d1-a14f-cb88e9ac5c61,Sophia,Lee,emily.davis@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.13
5127010f-971b-40da-9112-96ab038f28e3,Olivia,Harris,charlotte.hall@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.14
84c39ea6-23d2-4f51-b7ae-3e717bfb11e0,Julian,Harris,sophia.lee@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.11
f83df7c1-3636-4cdb-bba9-274df76af4a7,Sophia,Lee,charlotte.martin@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
6b9c4200-8acc-4b0e-879f-7956b9e80c7e,William,White,ava.lee@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.12
e71ca536-68cf-4e42-b7d1-b93f17113d06,Ava,Walker,emily.hall@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.13
c3f3ade9-3c2e-4788-ae62-4229520c33fb,Liam,Thompson,olivia.davis@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.14
16c99a02-5a60-48ea-9b0d-4c347a18344e,Michael,Martin,emily.jones@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.12
636840e3-df20-4d75-bcad-eb86dd1af8b7,Liam,Thompson,julian.thompson@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
a78e667c-67b5-4775-af9c-cba62c20cf9d,Ethan,Ryan,michael.martin@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.11
d7f3e8d0-54ff-4215-9932-ebce19b39845,Julian,Thompson,michael.jones@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.12
7f8eca1a-9fe1-4657-960b-cf0e63bd839d,Ethan,Martin,charlotte.thompson@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.12
1250d49c-2fa6-4e0f-a81f-c4d1cbe8aa37,Sophia,Harris,ethan.hall@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.12
f04fd36f-5d16-4573-9ad4-f8d171e046bc,Liam,Jones,emily.lee@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
3b2e6a4f-22a9-4984-9d9a-500dcccbc283,Charlotte,Harris,ava.white@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.1
83c3c3b3-7c05-4e6b-9829-8da3eb1d2163,Liam,White,liam.martin@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.15
14dce2a0-1174-4da5-8d67-0e73a033404c,Emily,Lee,sophia.lee@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
9288401a-0fe9-4620-a421-5c95565607fc,Ethan,Harris,olivia.martin@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
e99dbd2a-9e75-4cab-8f5d-1bd2c6d5e4b7,Julian,Harris,ava.ryan@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.11
3b5ac351-7e42-4c49-b8c7-c636c432a668,Olivia,Martin,charlotte.white@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.13
75e25fd8-1b14-46b6-89c2-648797f8677f,Liam,Hall,liam.hall@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
119458c6-b5ed-415a-84f9-9b83a9dff6a3,William,Ryan,ava.thompson@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.13
f942716f-c788-4f1b-9523-c1d634b6036c,Ava,Walker,charlotte.martin@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.14
997edd6b-a8e8-4db8-beb4-3401b4e6b685,Olivia,Jones,michael.harris@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.14
4676fde8-91d9-42e8-a9e0-6f3590e3a1f6,Julian,Ryan,ethan.martin@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.13
9a061acf-f2b2-4218-80b5-daa13fdedc2d,Liam,Jones,ava.thompson@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.11
fae6b982-e45f-49aa-8a95-764f4f682450,Emily,Hall,emily.thompson@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.14
89cfb714-f729-4b73-9102-f3358264ab06,Julian,Hall,olivia.jones@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.11
7170e10b-a456-43bf-b4ac-43881bc3d98b,Julian,Martin,ethan.hall@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
e6da8f68-c8bd-4fc5-8fcb-0435c054ce6e,Olivia,Martin,william.white@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
2491c34d-e355-4b29-9fef-5e8fccdf78fe,Ethan,White,william.davis@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
ee9e7dd4-b4c9-419f-a6d1-3ab5d922e214,Charlotte,Jones,ethan.davis@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.13
bd8972cb-fb26-4478-8016-8f549da59ac0,Ava,Hall,emily.hall@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.13
bdbb4186-a483-4f04-9154-90b096c2095c,William,Ryan,michael.white@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
1e6fc68a-9fab-4475-9a84-aefc2e611037,Charlotte,Walker,emily.walker@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.14
17e6a535-034e-4d8e-aa2b-e10c70992e1b,Ethan,Martin,charlotte.jones@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.13
88670092-addc-44b4-864e-3a1f326ef0ae,Liam,Davis,charlotte.white@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
04901cc4-4973-440b-a570-4880d5599bd2,Sophia,Hall,olivia.walker@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.13
82c40d81-7d86-4828-8293-315272260931,Ava,Martin,michael.white@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
efb51cda-f733-48eb-bd0d-67baa310dee2,Liam,White,william.lee@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
71044fe7-0f27-4eaf-a97a-0a7842db5881,Ethan,White,liam.ryan@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.1
a8c844e0-aa3c-4668-8fd0-317453846d06,Liam,Davis,michael.lee@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.12
51300e8d-a23a-4ae1-be83-4aa7c2cffe59,Ava,Hall,olivia.lee@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.15
2e9c2687-de46-4ab9-a041-1a53944f067e,Ava,Lee,olivia.jones@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
00e6dfa2-6c24-4a2e-b04a-5b97069bbdcf,Michael,White,ava.thompson@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
e7bffae7-20d9-4a2f-b788-1b9661fdf0b7,Liam,Davis,ava.thompson@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.12
b525260c-e78d-438b-b4d1-e0a3bbc69175,Ava,Ryan,emily.jones@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.12
68806329-09d8-47f6-b8f8-691669db2d8e,Sophia,Martin,emily.jones@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.11
987fa3e2-5f59-40b0-ace1-7d694ea0783e,Ava,Davis,liam.davis@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.13
43359b1b-61ab-4074-b215-e5fc9744cb34,William,Harris,emily.lee@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.14
8182058e-9f18-4840-8b7c-1dfc6a83a235,Michael,Jones,emily.lee@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
9b9f42ec-8e19-4284-acff-c900b38b5a98,Charlotte,Lee,ava.davis@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
8e98538a-f33f-4c50-95a7-424327ee09ac,Michael,Ryan,emily.davis@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.13
1ac34857-d43d-42d0-a30a-eb7686d66ad3,Olivia,Thompson,william.lee@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.13
8fb3b21d-4ab5-4070-826b-bcfe7c211470,Sophia,Ryan,charlotte.harris@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
c5a57f30-0aa5-4286-9fd6-f9302ba9bba4,Emily,Walker,olivia.jones@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.12
88ab15bb-9244-40c1-9af6-1d4c3815cd9e,Liam,Ryan,ava.thompson@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.12
e542acae-0eed-40b1-a6a2-c752f58dda99,Ethan,Davis,william.jones@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
f6400b07-eca2-4fab-a90f-cf6d3e8b1df8,Julian,Ryan,michael.thompson@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.1
0a955c51-4f52-44f7-96f5-04377f3d3cb3,Ava,Thompson,charlotte.davis@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.14
19b4f690-02b0-4abe-a386-41bcd49eaae7,Emily,Harris,julian.davis@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.1
82d7431a-3518-4b04-b9d1-db21e5a203c3,William,Hall,emily.thompson@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
c5b9cc4e-0d2d-4a8c-a265-eca964bfdae0,Julian,Davis,julian.white@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
f4ec12ac-a632-4ec3-9959-462367ffaf2a,Michael,Harris,ava.ryan@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.15
ff458994-4d91-492d-9813-d43b8478f471,Emily,Jones,julian.hall@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.13
d0b2cf78-f504-42e0-8486-dda845a8e236,Emily,Walker,emily.white@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.13
d9c7b0f0-4cac-46e3-8c2d-0a9c9f5a25df,Charlotte,White,michael.ryan@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.14
08efeca2-0256-43b4-9fa5-29b4acc7f623,Emily,Hall,liam.white@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.12
81668c3e-0247-47b5-bb94-2b001559071d,Ethan,Walker,ethan.ryan@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.14
b6f8aa7e-25c6-40be-ab68-6fca21293726,Charlotte,Thompson,ethan.harris@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
28b686f2-44a9-42e5-ae26-3e77560ca65e,Ava,Harris,ava.ryan@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
d9d388f6-e671-40b0-8ac4-9d17af2a2105,Emily,Martin,liam.walker@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.11
d9e242f0-348a-44be-a319-9d5816099703,Charlotte,White,ava.jones@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
ee9782b1-610d-4a6b-a99f-3236fa5b9532,Liam,Hall,olivia.ryan@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
634344b6-a128-431f-be04-6b589b4cf7a5,Michael,Jones,sophia.ryan@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.14
307f802a-e666-4961-adc4-d24416a1d667,Ava,White,olivia.harris@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.13
d4c2bc4e-b5e6-44db-96b0-389728512238,Michael,Walker,michael.lee@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
aa805b40-f118-47c0-9d85-b9c72f5ed779,Julian,Walker,charlotte.davis@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.12
ea08dd0b-4a6b-4acd-80c2-4a5237689d4f,William,Martin,emily.thompson@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.11
02070c9f-c0e3-4bd0-8068-8420048d47ee,Liam,Martin,ethan.white@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.13
24c1c7f9-6529-43f1-acc0-91159ab0c4c9,Olivia,Harris,ethan.jones@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.1
6cde9b12-e3e2-40d5-8746-8ea2a4c4818e,Michael,Thompson,ava.ryan@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.15
77d9b1e6-1cec-4ee1-968c-d8d46a0c1767,Ethan,Walker,ava.davis@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.12
3dd60ca9-42f3-4643-beef-ec646f641088,Sophia,Harris,julian.hall@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
7c69bb71-38c8-45a0-a165-220c43ae9a1d,Liam,Hall,ethan.thompson@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
b0b22a2f-b14b-40d7-b6ee-7db0ac19abaf,Michael,Harris,ava.thompson@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.14
24c54fbd-3b6a-4018-a918-deea980fff39,Liam,Ryan,julian.harris@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.14
4e4e2ca3-034a-47f8-a88d-11a357633f12,Emily,Hall,julian.lee@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
33f4d4f1-2a04-43fc-9b3a-cebf9148aa3c,Michael,Hall,sophia.martin@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.13
60fbf74a-970e-4b1f-826b-03977ed3c353,Julian,Davis,ava.martin@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.12
795c5606-bede-41fa-9c4d-34379c9047db,Emily,Lee,olivia.davis@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.1
ba06de7d-204a-4e3c-bc3b-243dfd849445,Sophia,Davis,julian.lee@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.12
5c3aec8a-2d0a-480a-8a6b-7a87b0d7cbd1,Emily,Lee,michael.jones@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.12
f3a100ae-427f-4beb-9435-5b2e326a28f5,Emily,Jones,charlotte.harris@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.14
4dcf4bae-857e-4c6a-b7b5-9f9afbe4deba,Ava,Martin,olivia.hall@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
3271be0d-fe1b-4c6c-bf30-7e2296260c12,Michael,Lee,julian.jones@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.11
be70ea9c-916b-4eae-8ba0-1a7f5e976889,Michael,Lee,emily.harris@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
d72f0f49-b3bf-49ba-b74e-dfa4f5363232,Ava,Walker,sophia.davis@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.14
62a0ec21-caa3-4797-9203-37d46eced4b6,Sophia,Ryan,sophia.martin@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.15
f7b6d1a0-5465-4929-b160-5c702cd96875,Sophia,Lee,ava.harris@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.13
9cf3179e-b082-45f1-b463-8517c6c1162f,Julian,Davis,ava.jones@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.13
07697816-a882-45a5-a5f1-f4a23bc82b75,Olivia,White,julian.ryan@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.13
8af70c35-2263-4d26-aa3e-799e460c1042,Ethan,Lee,charlotte.martin@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.12
a68f90d9-530c-4d87-a78c-e42270d3fe8b,Olivia,Hall,ava.jones@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.13
bb113a46-0f72-43ea-b7a0-56e03545e6e4,Sophia,Thompson,sophia.white@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.12
a7c2999f-c098-43e0-a405-0a9159720952,Emily,Harris,william.harris@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.11
c73a0d1e-9503-4a75-935d-88cfcfc7b9f5,Emily,Jones,liam.hall@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.12
71c53d82-7ad7-47d6-9c48-97126fa491cc,Olivia,Davis,emily.walker@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
86412c34-fcc7-4e88-af77-b65c63c6eb0f,Julian,Jones,liam.thompson@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.11
a081b739-5d45-4264-bcca-68a0fabfbfa4,Julian,Thompson,william.hall@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.11
d4dcd4fc-3e49-420b-885f-a8e787472126,Michael,Walker,ethan.lee@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
6ce8084f-d5e0-483b-b887-9105f6edacc6,William,Jones,liam.lee@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
15ba1d28-9246-4271-b34d-aef8d6666636,Ethan,Hall,ethan.white@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
61de3ff4-4e37-4fea-8a07-972fb8b0a67a,Sophia,Walker,ava.jones@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.12
74422b16-1be4-49a0-aacd-ad471266ce1c,Liam,Hall,ava.martin@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.13
8c76f3ea-9a90-4ae7-8b73-8a82f2245e83,Julian,Thompson,sophia.ryan@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.12
d5c494c7-fd2c-44b2-8765-e084c82b5a97,Emily,Jones,michael.walker@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.13
29928311-9b49-469a-a2ec-2f765af12547,Liam,Lee,olivia.walker@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
473c25f1-48ff-4220-8ff9-4b732b9fc82e,Emily,White,julian.davis@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.1
90aac029-e107-4151-b6c1-b4faaa193ecb,Charlotte,Ryan,william.white@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.1
36e3173d-b598-4a0c-a705-439be2216b0e,Olivia,Thompson,sophia.harris@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.14
e7bdd80a-cc68-41bb-af87-761f6fcf9b47,Julian,Hall,liam.jones@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.14
6a229e0e-a303-418e-af56-6783ffb0de9f,Emily,Ryan,michael.ryan@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.11
ad51a760-8141-4b7d-98a1-875bf6ab441c,Ava,Hall,sophia.lee@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.13
06f326fa-d9fa-4426-ade3-8828f6444ad0,Olivia,Martin,michael.davis@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.13
79da132c-fc73-46d8-a3cd-24d0ea1fc4d7,Julian,Thompson,julian.jones@company.com,dcd78efb-0b9a-4a67-8960-99cc1a49d214,0.11
e5b8e4b7-148f-4d70-a7bf-4d4f5f071e76,William,Lee,ava.hall@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.13
4420906e-10af-4441-b7e1-e0eeee810cce,Michael,Thompson,julian.davis@company.com,124eb0f1-6af0-45e6-b90a-fb6d0296ff0b,0.1
